file,sheet,field,dtype,non_null_rate,unique_count,sample_values_masked,possible_entity,possible_metric,notes
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,医疗器械经营店,新开标签,text_or_mixed,0.0000,0,,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,供应商ID,text_or_mixed,1.0000,1,24447,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,月份,date_candidate,1.0000,1,2026-04,,,date_range=2026-04-01..2026-04-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,简称,text_or_mixed,1.0000,1,成都德善堂生物科技,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,状态,text_or_mixed,1.0000,1,有效,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,商务对接人,text_or_mixed,1.0000,1,高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,最新保证金水平,text_or_mixed,1.0000,1,100000,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,过去保证金水平,text_or_mixed,1.0000,1,10000,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,过去有效计件,text_or_mixed,1.0000,1,0.2,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,补充新开系数,text_or_mixed,1.0000,1,0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运 (1).xlsx,新开商业补充保证金情况,最新当月有效计件,text_or_mixed,1.0000,1,0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,月份,date_candidate,1.0000,7,2026-03 | 2026-06 | 2026-01,,,date_range=2026-01-01..2026-07-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,非重点品增量gmv,text_or_mixed,1.0000,7,16811.79 | 73639.70000000001 | 66843.96000000004,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,重点品增量gmv,text_or_mixed,1.0000,7,188012.21 | 338285.41 | 268649.8700000001,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,新开6个月内5万商家数,text_or_mixed,0.8571,4,5 | 7 | 3,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,开店商业数,text_or_mixed,0.7143,5,7 | 6 | 2,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,首单商业数,text_or_mixed,0.8571,4,4 | 7 | 1,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,品牌店开店商业数,text_or_mixed,0.2857,1,1 | 1,merchant_supplier;product,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,有效新开数,text_or_mixed,1.0000,5,0.6000000000000001 | 3.600000000000001 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,当月订单数,text_or_mixed,0.8571,6,13028 | 18602 | 9013,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,当月商家原因售后订单数,text_or_mixed,0.8571,6,190 | 362 | 115,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,上月订单数,text_or_mixed,0.8571,6,9071 | 15661 | 5854,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,上月商家原因售后订单数,text_or_mixed,0.8571,6,149 | 341 | 81,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,当月商家原因售后订单率,text_or_mixed,0.8571,6,<PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED>,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,上月商家原因售后订单率,text_or_mixed,0.8571,6,<PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED>,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,当月商家原因售后订单率环比,text_or_mixed,0.8571,6,<PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED>,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,售后备注,text_or_mixed,1.0000,3,无事发生 | 无事发生 | 无事发生,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,补充新开系数,text_or_mixed,1.0000,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,新开系数,text_or_mixed,1.0000,5,0.6 | 3.6 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,对应每家计件奖金,text_or_mixed,1.0000,2,0 | 200 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,总体目标,破峰提成系数,text_or_mixed,1.0000,2,0 | 0.5 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况统计,月份,date_candidate,1.0000,19,202509 | 202412 | 202504,,,date_range=2024-12-01..2026-06-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况统计,商务对接人1,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况统计,当月订单数,text_or_mixed,1.0000,19,1268 | 596 | 398,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况统计,当月商家原因售后订单数,text_or_mixed,1.0000,19,28 | 26 | 32,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况统计,上月订单数,text_or_mixed,1.0000,19,1275 | 0 | 324,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况统计,上月商家原因售后订单数,text_or_mixed,1.0000,19,23 | 0 | 19,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况统计,当月商家原因售后订单率,text_or_mixed,1.0000,19,0.0220820189274448 | 0.0436241610738255 | 0.08040201005025126,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况统计,上月商家原因售后订单率,text_or_mixed,0.9474,18,<PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED>,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况,月份,date_candidate,1.0000,19,202605 | 202509 | 202602,,,date_range=2024-12-01..2026-06-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况,供应商ID,text_or_mixed,1.0000,35,22940 | 21117 | 21964,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况,供应商名称,text_or_mixed,1.0000,35,四川壹贝佳健康咨询 | 四川赤泉甘木生物科技 | 四川承泰仁商贸,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况,商业开店日期,date_candidate,1.0000,32,20250928 | 20250407 | 20250619,merchant_supplier,,date_range=2023-01-12..2026-06-23
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-07-01_sub_高运.xlsx,商业售后情况,当月订单数,text_or_mixed,1.0000,154,1319 | 8 | 350,,订单,date_range=..
